No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,47,,S/N,à¸£à¸²à¸à¸²à¸à¸²à¸¢, à¸§à¸±à¸à¸à¸µà¹ 
1,5CD9047QXR,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,Home,,,,
2,5CD9047QXN,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,NB HP ProBook 440 G5,,,,
3,5CD9047QY1,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,i5-8250U Ram 8GB M.2 128GB + 1TB,,,,
4,5CD9047QXW,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
5,5CD9047QY0,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
6,5CD84773JY,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
7,5CD812DWFG,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
8,5CD90506XS,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
9,5CD812DWFK,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
10,5CD812DWFJ,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
11,5CD84773JF,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
12,5CD8260QP6,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
13,5CD812DWFF,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
14,5CD9075D97,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
15,5CD84773JH,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
16,5CD9075D8T,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
17,5CD9047QY3,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
18,5CD9047QXX,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
19,5CD9075D9T,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
20,5CD9047QXM,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
21,5CD9047QXQ,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
22,5CD9047QY5,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
23,5CD9047QXT,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
24,5CD8153VW4,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
25,5CD9075DBR,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
26,5CD8174S46,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
27,5CD84773K4,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
28,5CD8361W45,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
29,5CD8260QQ3,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
30,5CD9047QYF,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
31,5CD9075DC0,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
32,5CD9047QXV,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
33,5CD9047QY2,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
34,5CD9047QXY,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
35,5CD8361W43,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
36,5CD8260QPS,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
37,5CD8174S4C,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
38,5CD80845Q6,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
39,5CD8260QQH,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
40,5CD8260QPZ,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
41,5CD84773K1,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
42,5CD9075D8X,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
43,5CD8153VW6,"i5-8250U, Ram 8GB, M.2 128GB + 1TB, 14""",,,,,,,,,,,,,
