No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,49,,S/N, à¸£à¸²à¸à¸²à¸à¸²à¸¢ , à¸§à¸±à¸à¸à¸µà¹ 
1,5CD110547C,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,Home,,,,
2,5CD11054CK,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,NB HP 15s-fq2017TU,,,,
3,5CD11054HT,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,i5-1135G7 Ram 16GB M2 512GB,,,,
4,5CD11054MP,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
5,5CD11054BQ,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
6,5CD11054C6,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
7,5CD11054GV,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
8,5CD11054CL,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
9,5CD11056X7,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
10,5CD11054G0,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
11,5CD11054BN,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
12,5CD11054FS,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
13,5CD110549C,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
14,5CD1105495,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
15,5CD11054H8,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
16,5CD11054G5,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
17,5CD1105461,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
18,5CD11054GS,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
19,5CD11054F8,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
20,5CD11054FB,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
21,5CD11056DL,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
22,5CD11054DC,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
23,5CD11054H1,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
24,5CD11054HF,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
25,5CD11056DZ,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
26,5CD11054J8,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
27,5CD11054G8,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
28,5CD11054H2,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
29,5CD11054C2,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
30,5CD11054HG,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
31,5CD11054B0,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
32,5CD11054H6,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
33,5CD11054HK,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
34,5CD11054D7,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
35,5CD110569F,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
36,5CD11054F3,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
37,5CD11054GY,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
38,5CD11054TD,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
39,5CD11054GC,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
40,5CD11054FY,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
41,5CD11054CS,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
42,5CD11054FL,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
43,5CD11054GL,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
44,5CD11054JX,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
45,5CD11054GP,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
46,5CD11054CP,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
47,5CD11054JC,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
48,5CD11054F4,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
49,5CD11054H9,"i5-1135G7, Ram 16GB, M2 512GB, 15.6""",,,,,,,,,,,,,
50,,,,,,,,,,,,,,,
