No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,7,,S/N, à¸£à¸²à¸à¸²à¸à¸²à¸¢ , à¸§à¸±à¸à¸à¸µà¹ 
1,LR0DPPPD,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,Home,,LR0DPPNL,"3,500 / 11-05-26",
2,LR0DPPNX,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,NB Lenovo ThinkBook 14-IML ,,LR0DPPPF,"3,500 / 11-05-26",
3,LR0DPPPA,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,i5-10120U Ram 16GB. M.2 512GB.,,LR0DPPPZ,"3,500 / 11-05-26",
4,LR0DPPQ9,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,,,LR0DPPNN,"3,500 / 11-05-26",
5,LR0DPPPY,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,,,LR0DPPPP,"3,500 / 11-05-26",
6,LR0DPPNV,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,,,LR0DPPQ0,"3,500 / 11-05-26",
7,LR0DPPPL,"i5-10120U, Ram16GB, M.2 512GB, 14""",,,,,,,,,,,LR0DPPNQ,"3,500 / 11-05-26",
8,,,,,,,,,,,,,LR0DPPPX,"3,500 / 11-05-26",
9,,,,,,,,,,,,,LR0DPPQF,"3,500 / 11-05-26",
10,,,,,,,,,,,,,LR0DPPQ7,"3,500 / 11-05-26",
11,,,,,,,,,,,,,LR0DPPPR,"3,500 / 11-05-26",
12,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,
