No.,S/N,Spec,Quotation No.,Date Start ,Expire Date,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,85,,S/N,à¸£à¸²à¸à¸²à¸à¸²à¸¢, à¸§à¸±à¸à¸à¸µà¹ 
70,5CD2157LTX,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
71,5CD2157LVF,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
72,5CD2157LXH,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
73,5CD2157LWQ,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
74,5CD2157LX5,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
75,5CD2157LV0,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
76,5CD2157LWH,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
77,5CD2157LXF,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
78,5CD2157LW4,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
79,5CD2157LWM,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
80,5CD12961L1,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
81,5CD112GPW0,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
82,5CD2157LX1,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
83,5CD2157LWS,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
84,5CD2157LXC,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
85,5CD2157LV1,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",,,,,,,,,,,,,
86,5CD11363FH,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,Spare,,,,,,
87,5CD2157LW0,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,Spare,,,,,,
88,5CD112GPL3,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
89,5CD112GPSC,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
90,5CD112GPPP,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
91,5CD112GPNV,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
92,5CD112GPTB,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
93,5CD112GPRZ,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
94,5CD112GPQR,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
95,5CD112GQ23,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
96,5CD112GPSQ,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
97,5CD112GQ5J,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
98,5CD112GPZG,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
99,5CD112GQ47,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
100,5CD112GQ7V,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
101,5CD112GQ51,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
102,5CD112GQ44,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
103,5CD112GPG0,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
104,5CD112GPHK,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
105,5CD112GQBP,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
106,5CD112GQ4M,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
107,5CD2157LVY,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
108,5CD11363F5,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
109,5CD2157LW3,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
110,5CD11363BD,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
111,5CD2157LWW,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
112,5CD2157LV4,"i5-1135G7, Ram 16GB, M.2 256GB, 14""",2606-0119/04,08/07/2026,23/07/2026,Thai Inaba,,,,,,,,,
