No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,39,,S/N, à¸£à¸²à¸à¸²à¸à¸²à¸¢ , à¸§à¸±à¸à¸à¸µà¹ 
1,PF2HW1WG,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,Home,,PF3C4X78,"  7,500 ",6/30/2026
2,PF2HW6BF,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,Lenovo ThinkPad E14 Gen2,,,,
3,PF2HVV2Y,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,i5-1135G7 Ram 16GB. M.2 250GB.+1TB.,,,,
4,PF2HW8KD,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
5,PF2HW1SF,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
6,PF2HVZJM,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
7,PF2SJKTK,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
8,PF2HVV0A,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
9,PF2HVRTG,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
10,PF2HVM6X,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
11,PF2HW41S,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
12,PF2HWAWH,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
13,PF2SHLZG,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
14,PF2GDMKX,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
15,PF2HVXA3,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
16,PF2HW8L0,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
17,PF2HVZL3,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
18,PF2HVK26,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
19,PF2HVRR1,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
20,PF3L7AL5,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
21,PF2SJ2ZC,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
22,PF2HVXAM,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
23,PF2HVM9W,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
24,PF2SJSR8,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
25,PF2SL506,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
26,PF2HW6C9,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
27,PF2HW6AT,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
28,PF2HVRQX,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
29,PF2HW44V,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
30,PF2SHLWQ,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
31,PF2HW1W0,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
32,PF2HW1SZ,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
33,PF2HVPKL,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
34,PF2SHP6S,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
35,PF2HVZKJ,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
36,PF2SJR9D,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
37,PF2SJY5H,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
38,PF2HVRSD,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
39,PF2HW42X,"i5-1135G7, Ram 16GB, M.2 250GB + HDD 1TB, 14""",,,,,,,,,,,,,
