No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,27,,S/N,à¸£à¸²à¸à¸²à¸à¸²à¸¢, à¸§à¸±à¸à¸à¸µà¹ 
1,5CD120VHL7,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,Home,,,,
2,5CD120VHK2,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,NB HP ProBook 450 G8,,,,
3,5CD120VHKV,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,i5-1135G7 Ram 16GB M.2 256GB,,,,
4,5CD120VHKW,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
5,5CD120VHKG,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
6,5CD120VHLG,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
7,5CD120VHK5,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
8,5CD120VHKK,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
9,5CD120VHKF,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
10,5CD120VHL3,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
11,5CD120VHKN,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
12,5CD120VHL1,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
13,5CD120VHL4,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
14,5CD120VHLC,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
15,5CD120VHKY,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
16,5CD120VHKH,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
17,5CD120VHKB,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
18,5CD120VHL8,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
19,5CD120VHL0,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
20,5CD120VHKQ,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
21,5CD120VHL9,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
22,5CD120VHKD,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
23,5CD120VHL5,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
24,5CD120VHK6,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
25,5CD120VHKL,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
26,5CD120VHL6,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
27,5CD120VHLK,"i5-1135G7, Ram 16GB, M.2 256GB, 15.6""",,,,,,,,,,,,,
