No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,55,,S/N,à¸£à¸²à¸à¸²à¸à¸²à¸¢, à¸§à¸±à¸à¸à¸µà¹ 
1,MP2ZDDTL,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,Home,,,,
2,MP2ZDDTT,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,AIO Lenovo ThinkCentre Neo 50a 24 Gen5,,,,
3,MP2G4S17,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
4,MP2ZDDSQ,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
5,MP2G47DK,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
6,MP2ZDDVD,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
7,MP2G4S0E,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
8,MP2G49BC,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
9,MP2ZDDS0,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
10,MP2ZDDT6,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
11,MP2ZDDTZ,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
12,MP2G49C0,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
13,MP2G3AVN,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
14,MP2ZDDT5,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
15,MP2ZDDSG,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
16,MP2G49CC,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
17,MP2ZDDSB,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
18,MP2ZDDS2,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
19,MP2ZDDRY,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
20,MP2ZDDRX,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
21,MP2ZDDSV,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
22,MP2G4S0Y,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
23,MP2ZDDSC,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
24,MP2ZDDS8,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
25,MP2G49CN,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
26,MP2ZDDT4,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
27,MP2G3AYF,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
28,MP2G4S11,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
29,MP2ZDDVM,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
30,MP2ZDDS9,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
31,MP2ZDDS1,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
32,MP2ZDDSX,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
33,MP2ZDDSP,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
34,MP2G4S1S,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
35,MP2ZDDSE,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
36,MP2ZDDVC,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
37,MP2ZDDTA,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
38,MP2G49BT,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
39,MP2G49BL,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
40,MP2ZDDTQ,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
41,MP2ZDDSN,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
42,MP2ZDDSF,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
43,MP2ZDDRZ,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
44,MP2ZDDTS,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
45,MP2G51KL,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
46,MP2G4S08,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
47,MP2ZDDSZ,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
48,MP2G4S1J,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
49,MP2G4S2L,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
50,MP2G49DW,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
51,MP2ZDDS6,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
52,MP2G4S2T,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
53,MP2ZDDSL,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
54,MP2ZDDSM,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
55,MP2ZDDTV,"i5-13420H, Ram16GB, M.2 512GB",,,,,,,,,,,,,
